Canonical_smiles,InChI_Key
CN(C1CCN(c2nc3ccccc3n2Cc2ccc(F)cc2)CC1)[C@@H]1NC=CC(=O)N1,DRGSZTLTIYQWJD-HSZRJFAPSA-N
Cn1c(-c2ccc(OC3CCN(C4CCC4)CC3)cc2)nc2c(C(F)(F)F)cccc2c1=O,RDPSEAZFXPEZMP-UHFFFAOYSA-N
CN1CCN(c2ncnc3c2nc(-c2ccc(Cl)cc2Cl)n3-c2ccc(Cl)cc2)CC1,QMTPGEKECKOWFW-UHFFFAOYSA-N
Fc1ccc(-c2c[nH]c([C@H]3Cc4c([nH]c5ccccc45)[C@@H](C4CCOCC4)N3)n2)cc1F,ZLYIXARJBBRFDR-FYYLOGMGSA-N
COc1ccc(C(=O)NC2(c3ccccc3)CCN(c3cc(N)ccn3)CC2)cc1Cl,PDEWBENUIOTOBY-UHFFFAOYSA-N
C[C@@H]1CCCN1CCc1ccc2nc(-c3cnc(-c4ccccc4)s3)ccc2c1,CRBTZFVQVOXBBO-GOSISDBHSA-N
CS(=O)(=O)Nc1ccc2nc(CN3CCC(Cc4ccccc4)CC3)[nH]c2c1,WAUCNDQNILDAKL-UHFFFAOYSA-N
NC(=O)c1ccccc1O[C@H]1C[C@H]2CC[C@@H](C1)N2Cc1ccccc1,VZUNLOUVARCFRX-PIIMJCKOSA-N
CN1[C@@H](CC(=O)c2ccccc2)CCC[C@H]1C[C@H](O)c1ccccc1,MXYUKLILVYORSK-HBMCJLEFSA-N
O=C(C1CNCCC1(O)c1ccc(F)c(F)c1)N(Cc1cn(Cc2cccnc2)c2cccc(F)c12)C1CC1,GTPUUTXWVUCADD-UHFFFAOYSA-N
Oc1ccc2c(c1)CC(CN1CCC3(CCc4ccccc43)CC1)NC2,CPMLYZUSUXTRIP-UHFFFAOYSA-N
CCCNC[C@H](O)COc1ccccc1C(=O)CCc1ccccc1,JWHAUXFOSRPERK-SFHVURJKSA-N
O=C(c1ccc(Cl)c(Cl)c1)C1CCN(CCCc2ccccc2)CC1,PONZTKVCTJEGCO-UHFFFAOYSA-N
CC(C)(C)c1ccc(C(=O)CCCN2CCC(OC(c3ccccc3)c3ccccc3)CC2)cc1,MJJALKDDGIKVBE-UHFFFAOYSA-N
CN(C)C(=N)c1ccc(C(=O)Nc2ccc(Cl)cc2C(=O)Nc2ccc(Cl)cn2)cc1,FWSGJSPLQMXYQA-UHFFFAOYSA-N
CC(c1ncccc1F)c1c(CCN(C)C)sc2ccccc12,GETROLYXSDDSDH-UHFFFAOYSA-N
Cn1cc(-c2cnc3ccc4ccc(NS(C)(=O)=O)cc4c(=O)c3c2)cn1,HPFFXKLJHGEJTO-UHFFFAOYSA-N
CCCCCCCN(CC)CCCCc1ccc(NC=O)cc1,ZDMQHMYHAWGOFZ-UHFFFAOYSA-N
Cc1nc2cc(F)ccc2n1C1C[C@H]2CC[C@H](C1)N2CC[C@H](NC(=O)c1cc[n+]([O-])cc1)c1ccc(F)cc1,PTVATNLCXFQULH-SLQPCKNISA-N
O=C1C(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)CCN1[C@]1(c2ccccc2)CC[C@@H](N2CCC3(CCOC3)CC2)CC1,MVXMOYOFQUJRHY-HYNLRSATSA-N
CCOC(=O)C1(c2ccccc2)CCN(C)CC1,XADCESSVHJOZHK-UHFFFAOYSA-N
Cc1ncoc1-c1nnc(SCCCN2CCC3(CCc4cc(Br)ccc43)C2)n1C,SSMBSCUSIUNOPU-UHFFFAOYSA-N
Nc1nccc(Nc2ccc(Oc3ccc(Cl)cc3)cc2)n1,QXBHEAFYUAPEIF-UHFFFAOYSA-N
N#Cc1nc(CCCN2CCOCC2)cc(-c2cccc(C(F)(F)F)c2)n1,PQTUVUOTFUHROL-UHFFFAOYSA-N
CCC(CC)NCCCc1cc(-c2cccc(C(F)(F)F)c2)nc(C#N)n1,ZOCPXKXAOXQZSF-UHFFFAOYSA-N
Cc1cccc(N2CCC3CN(CCCSc4nnc(-c5cnccn5)n4C)CC32)c1,XLJQOKQZCYRQNN-UHFFFAOYSA-N
Cc1ccccc1N1CCC2CN(CCCSc3nnc(-c4cnccn4)n3C)CC21,ANTOILZBKKIMIM-UHFFFAOYSA-N
Cc1cnc(-c2ccc3c(c2)CCN(CCCSc2nnc(-c4cccs4)n2C)CC3)o1,JYLNFWODPITKFP-UHFFFAOYSA-N
Cc1cc(-c2ccc3c(c2)CCN(CCCSc2nnc(C(F)(F)F)n2C)CC3)no1,UOCMXNLGBQWJPG-UHFFFAOYSA-N
Cc1cc(-c2ccc3c(c2)CCN(CCCSc2nnc(-c4ccc5nc(C)c(C)nc5c4)n2C)CC3)no1,VSUKSHADZRDBII-UHFFFAOYSA-N
Cc1ccc2c(N3CCN(CCc4cccc(NC(=O)c5csc(C)n5)c4)CC3)cccc2n1,YRAPNFDLJRSFKB-UHFFFAOYSA-N
CCCOCCn1c(=O)c(N2CCN(CC)CC2)nc2cnc(-c3ccc(OC)nc3)cc21,YIDUAHHKCUXUPG-UHFFFAOYSA-N
Cn1c(SCCCN2CC3CCN(c4ccc(C(F)(F)F)cc4)C3C2)nnc1N1CCOCC1,CLYZVNJXJPXTED-UHFFFAOYSA-N
Cc1ncoc1-c1nnc(SCCCN2CCc3ccc4oc(C(F)(F)C(F)(F)F)nc4c3CC2)n1C,VCJRZGBNXMAJCB-UHFFFAOYSA-N
COC(=O)N(NC(=O)c1c(CN2CCN(C)CC2)c(-c2ccccc2)nc2ccccc12)c1ccccc1,YSDZQWRVRDWYHN-UHFFFAOYSA-N
COc1cc(-c2cn(Cc3cc(C(C)(C)C)cc(C(C)(C)C)c3)nn2)ccc1-n1cnc(C)c1,SXPUHRRIRIQRTP-UHFFFAOYSA-N
COc1ccc(-c2nnc(CCCCN3CC4C[C@]4(c4ccc(C(F)(F)F)cc4)C3)n2C)cc1,ZNYZRQCCNZZLSD-UIDYPRJRSA-N
COc1ccc2ncc(Cl)c(CCC34CCC(NCc5ccc6c(n5)NC(=O)CO6)(CC3)CO4)c2n1,KORWOFIKLKGGQH-UHFFFAOYSA-N
Fc1c(Cn2ccc3c(OC4CCN(Cc5ccccn5)CC4)ncnc32)cccc1C(F)(F)F,CVUSIJVOABHLEJ-UHFFFAOYSA-N
Cn1c(SCCCN2CC3CCN(c4ccc(F)cc4)C3C2)nnc1-c1cnccn1,OACVKINMDRORAI-UHFFFAOYSA-N
Cc1nnc(N2CCC(F)C2)c2nn(-c3ccc(OCC(F)(F)F)cc3)c(C)c12,CDPXETVZRHNLTM-UHFFFAOYSA-N
CC[N+](CC)CCCN(CC(=O)N(C1CCCCC1)C1CCCCC1)C(=O)c1ccc([N+](=O)[O-])cc1,TWALCELCFWKCMR-UHFFFAOYSA-N
CN(C(=O)N1CCC(N2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1)S(=O)(=O)c1ccccc1,OFAHLBRZSMCVSB-UHFFFAOYSA-N
Cc1ccc2c(N3CCN(CCc4cccc(NC(=O)Nc5ccccc5)c4)CC3)cccc2n1,SYOADIUGRJTHHU-UHFFFAOYSA-N
CN1C(=O)C=CC2(C)C3CCC4(C)C(O)C(=Cc5ccncc5)CC4C3CCC12,SINXEYLFXFHPMM-UHFFFAOYSA-N
CCc1sc(-c2cn(CC3CCOCC3)c3c(Cl)cccc23)nc1CN(CC)CCO,UZZAGOPXVFMVQP-UHFFFAOYSA-N
COc1ccc(C(=O)C2CCN(CCc3ccccc3)CC2)cc1,DTMKUVZKVBUBLN-UHFFFAOYSA-N
COc1cc(N)c(Cl)cc1C(=O)NC1CCN(CCCOc2ccc(F)cc2)CC1OC,DCSUBABJRXZOMT-UHFFFAOYSA-N
CCc1sc(-c2cn(CC3CCOCC3)c3c(Cl)cccc23)nc1CCNCCO,DITVUBHWGLXBIV-UHFFFAOYSA-N
Cn1c(=O)nc(N[C@@H]2C[C@H]3CC[C@@H](C2)N3c2ccc3c(c2)OCO3)c2cc(Cl)ccc21,MXIFHZFYLSUPNL-PHZGNYQRSA-N
CC1(C)C2=C3C=C4C5=[N+](CCC4OC3CCN2c2ccc(CC(=O)NCCCCCN(CCOc3ccc(NS(C)(=O)=O)cc3)CCc3ccc(NS(C)(=O)=O)cc3)cc21)c1ccc(S(=O)(=O)[O-])cc1C5(C)C,CIRKXNIDZDUEQN-UHFFFAOYSA-N
COc1cc(C=Cc2nc3ccccc3c(=O)n2C)ccc1-n1cnc(C)c1,HYVJZZIAHXAHSF-UHFFFAOYSA-N
COC(=O)C1(CNC(=O)c2cc(OC)cc(OC)c2)CCN(Cc2cccc(OC)c2)CC1,VZGTZGJZKSGJBF-UHFFFAOYSA-N
O/N=C(/c1ccc(CN2CCC3(CC2)OCc2cc(F)ncc23)cc1)c1ccc(F)c(F)c1,CFUPTNNNCZABDF-KRUMMXJUSA-N
Cc1ccc(-c2ccc(C#Cc3cccc(C#Cc4ccc(-c5ccc(C)cc5)cc4)[n+]3C)cc2)cc1,ROSZSNOYEZRGDO-UHFFFAOYSA-N
CCN(CC)C(=O)c1cccc(C2=CC3(CCNCC3)Oc3ccccc32)c1,VVIXUMWNLIZSDM-UHFFFAOYSA-N
O[C@H](CNC[C@@H](O)[C@H]1CCc2cc(F)ccc2O1)[C@H]1CCc2cc(F)ccc2O1,KOHIRBRYDXPAMZ-MCEIDBOGSA-N
FC(F)(F)c1cc(COC2CCC3CCC2(c2ccccc2)N3)cc(C(F)(F)F)c1,QOOGOLVYWAKPMZ-UHFFFAOYSA-N
CC(=O)Nc1cccc(N2CCN(CCCCNS(=O)(=O)c3ccc(C)cc3)CC2)c1,GDSVOHILVQPEJQ-UHFFFAOYSA-N
CC(C)C1(C(=O)N2CCN(c3cc(C(F)(F)F)ccn3)CC2)CCC(NC2CCOCC2)C1,CFFHQGYBIQAXID-UHFFFAOYSA-N
Cc1ccc(C2=CC(NC(C)(C)Cc3ccccc3)=NCCN2)cc1,JDVROHYUNYELGG-UHFFFAOYSA-N
Cc1ccc(CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,DNIULMBWQYTFJT-UHFFFAOYSA-N
Cc1ccc(CCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,JCHIUKROMYHWKE-UHFFFAOYSA-N
CCN(CC)C(C)CCCNc1nccc(NCc2ccc(Cl)cc2Cl)n1,HILQSLVIBNFOMC-UHFFFAOYSA-N
CCNC(C)CCCNc1nccc(NCc2ccc(Cl)cc2Cl)n1,AKZRJTRXVBPHHK-UHFFFAOYSA-N
Clc1c(N2CCC(c3ccccc3)CC2)ccn2c(CC3CC3)nnc12,GLVIOTOHLKXDLX-UHFFFAOYSA-N
CC1(C)CC(NC(=O)C2(O)CC2)c2cc(-c3ccc(Cl)cc3)c(-c3ccc(Cl)cc3Cl)nc2O1,HGBUYZBCPZIMRH-UHFFFAOYSA-N
Clc1cccc(N2CCN(CCCCCCN3CCN(c4cccc(Cl)c4)CC3)CC2)c1,YWGRWBCJUGEEBA-UHFFFAOYSA-N
O=C(NCCCCN1CCN(c2cccc(Cl)c2)CC1)c1cc2ccccc2cn1,UPKZNVQHJZHSGN-UHFFFAOYSA-N
CNCC[C@H](Oc1ccc2ccccc2c1)c1cccs1,HNYYXWMFLVMBCN-KRWDZBQOSA-N
COC(=O)c1ccc(CCCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,KIZHXXNZJUOENQ-UHFFFAOYSA-N
COc1cc(C=Cc2nc(N)nc(Nc3ccccc3)n2)ccc1-n1cnc(C)c1,UKKNOIOSDGLNAQ-UHFFFAOYSA-N
O=C(C1CNCCC1(O)c1ccc(F)c(F)c1)N(Cc1cn(Cc2cccc(OC(F)F)c2)c2cccc(F)c12)C1CC1,SDWQCOVERLZWAC-UHFFFAOYSA-N
Fc1c(Cn2ccc3c(OC4CCN(Cc5cscn5)CC4)ncnc32)cccc1C(F)(F)F,HAYGNNHVUSBUBN-UHFFFAOYSA-N
CC1CCCN1CCN1CCc2cc(-c3ccc(F)cc3)ccc2C1=O,PESOUNLSPHQJGL-UHFFFAOYSA-N
O=C(C1CNCCC1(O)c1ccc(F)c(F)c1)N(Cc1cn(Cc2ccc(F)c(F)c2)c2cccc(F)c12)C1CC1,UIZGWTRYQVFMHV-UHFFFAOYSA-N
N#Cc1c(N2CCC(c3cc(F)cc(F)c3)CC2)ccn(CC2CC2)c1=O,NDAAABJMBJNECQ-UHFFFAOYSA-N
N#Cc1c(N2CCC(c3ccc(Cl)cc3)CC2)ccn(CC2CC2)c1=O,CYEVYHYUSDSIOH-UHFFFAOYSA-N
N#Cc1c(N2CCC(c3cccc(C(F)(F)F)c3)CC2)ccn(CC2CC2)c1=O,IZDHHVCYXGWTJF-UHFFFAOYSA-N
OC(c1ccccc1)(c1ccccc1)C1CCN(Cc2ccccc2)CC1,KIIFKNNTRYRMTL-UHFFFAOYSA-N
CC(C)C1(C(=O)N2CCN(c3cc(C(F)(F)F)ccn3)CC2)CCC(NC2CCOCC2O)C1,PZWALEZJXWWGIX-UHFFFAOYSA-N
C[n+]1c(C#Cc2ccc(-c3ccccc3)cc2)cccc1C#Cc1ccc(-c2ccccc2)cc1,RTXUCZCQTDIGRM-UHFFFAOYSA-N
c1ccc(C[N+]2CCCC(c3c(-c4ccccc4)[nH]c4ccccc34)C2)cc1,IUUXSMYSJYIRRG-UHFFFAOYSA-N
c1ccc(CN2CCCC(c3c(-c4ccccc4)[nH]c4ccccc34)C2)cc1,RXGPCIHYSMKIRI-UHFFFAOYSA-N
c1ccc(CN2CCC[C@H](c3c(-c4ccccc4)[nH]c4ccccc34)C2)cc1,RXGPCIHYSMKIRI-QFIPXVFZSA-N
CC(C(=O)N[C@]1(c2ccccc2)CC[C@@H](N2CCC3(CCC(=O)O3)CC2)CC1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,RXSMNWVUQNFEGE-QLZXKEKTSA-N
CN1CCN(CCCn2nc(C3=C(c4cn(-c5ccc6ccccc6c5)c5ccccc45)C(=O)NC3=O)c3ccccc32)CC1,VJVSHXVHOJVSOB-UHFFFAOYSA-N
COC(=O)C1(CNC(=O)c2cc(Cl)cc(Cl)c2)CCN(Cc2ccc(C(F)(F)F)cc2)CC1,YXGKGJSDCOONRV-UHFFFAOYSA-N
COc1ccc(C2CN(CCC3CCS(=O)(=O)CC3)CC2CC(=O)Nc2cccc(Cl)c2)cc1,CYYAXTCZGPRATM-UHFFFAOYSA-N
CSc1ccc(C2N=C(OCc3ccc(NS(C)(=O)=O)cc3)N(C)Cc3ccccc32)cc1,DFJHHZAILUSFCZ-UHFFFAOYSA-N
OC(COc1ccc(F)cc1)CN1CCN(Cc2ccc(Cl)c(Cl)c2)CC1,LLVALEUPUXIQNY-UHFFFAOYSA-N
c1ccc(CN2CCC[C@H](c3c(-c4ccccc4)[nH]c4ccccc34)C2)cc1,RXGPCIHYSMKIRI-QFIPXVFZSA-N
Cc1ccc(C#Cc2cccc(C#Cc3ccc(C)cc3)[n+]2C)cc1,SVVLOFWADNKQSP-UHFFFAOYSA-N
Cc1cc(C)n(-c2cc(NC(=O)CN3CCCN(C)CC3)nc(-c3ccc(C)o3)n2)n1,NDSMOKBIZMIYDJ-UHFFFAOYSA-N
CN1C[C@H]2CCN(c3ccc(-c4ccc(C#N)cc4)cc3)[C@H]2C1,CXRCFQKCULIFAC-QUCCMNQESA-N
O=c1cc(NC2CCN(Cc3ccc4c(c3)OCO4)CC2)c2cc(Cl)ccc2n1Cc1ccccc1,JFKJLEGVSYQSFA-UHFFFAOYSA-N
Cc1cc(N2CCC(C3CCN(c4ncc(Cl)cn4)CC3)CC2)nc(C#N)n1,CQVIOYGVYWJQDB-UHFFFAOYSA-N
Cc1cc(C)n(-c2cc(NC(=O)COc3ccccc3CCN3CCOCC3)nc(-c3ccc(C)o3)n2)n1,NJNUNXVUFLFRNF-UHFFFAOYSA-N
OC(COc1ccc(Cl)cc1)CN1CCN(Cc2ccc(Cl)cc2)CC1,UVSWZWUMODMVRM-UHFFFAOYSA-N
Cc1ccc(-c2nc(NC(=O)CN3CCCN(C)CC3)cc(-n3nccc3C)n2)o1,BBVIATSRCVJMHZ-UHFFFAOYSA-N
CC(C)C(=O)N[C@H]1CCc2ccc(CCN3CCN(c4nsc5ccccc45)CC3)cc21,NDCFZCPGTKKFMD-QHCPKHFHSA-N
CC(=O)N(CCOc1ccc([N+](=O)[O-])cc1)CCc1ccc([N+](=O)[O-])cc1,URPHAAMZWOJBJQ-UHFFFAOYSA-N
COc1cc2nc(/C=C/c3cccnc3)nc(N3CCC(CCNS(N)(=O)=O)CC3)c2cc1OC,CUEWFKKSDBVPIS-AATRIKPKSA-N
CCCCCCCN(CC)CCCCc1ccc(N)cc1,OHQPVBCPZDSVEO-UHFFFAOYSA-N
O=C(N[C@H]1CCc2ccc(CCN3CCN(c4nsc5ccccc45)CC3)cc21)c1ccccc1,AXDZGPVPBMNCMT-SANMLTNESA-N
OC[C@@H]1CCCN(CCC[C@@H]2CCCc3ccc(OCc4noc(-c5ccc(Cl)cc5)n4)cc32)C1,ISXKOYQKBFARFC-RTWAWAEBSA-N
O=C(O[C@@H]1CN2CCC1CC2)N1CCc2ccccc2[C@@H]1c1ccccc1,FBOUYBDGKBSUES-YADHBBJMSA-N
CC(C)(Cc1ccccc1)NC1=NCCNC(c2ccccc2F)=C1,HFLSARBZSBXRJZ-UHFFFAOYSA-N
CCc1nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CCOc1ccccc1,VRBKIVRKKCLPHA-UHFFFAOYSA-N
OCC1C[C@]2(c3ccccc3)NC1CC[C@@H]2NCc1cc(OC(F)(F)F)ccc1OC1CC1,PLOFBQMQAHOQHM-CEWDLFEGSA-N
CN1CCC[C@H]1c1cccnc1,SNICXCGAKADSCV-JTQLQIEISA-N
CCCC(=O)N[C@H]1CCc2cc(CCN3CCN(c4nsc5ccccc45)CC3)ccc21,KVDPUCCGORKFOD-QHCPKHFHSA-N
CCCCC[N+](CCCCC)(CCCCC)CCCCC,GJSGYPDDPQRWPK-UHFFFAOYSA-N
C[C@@H]1CC(N2CCN([C@@H]3CCc4ccc(OCc5noc(-c6ccc(Cl)cc6)n5)cc43)CC2)C[C@H]1C,OUUFVLURDMTSII-SEXOINJZSA-N
Cc1nc2ccccc2n1C1C[C@H]2CC[C@H](C1)N2CC[C@H](NC(=O)c1cc[n+]([O-])cc1)c1ccc(F)cc1,ANGFEVSOPKIMTP-SLQPCKNISA-N
COc1cccc2cc3n(c12)CCN(CCCCN1CCn2c(cc4ccccc42)C1=O)C3,GPANICKLGIVBML-UHFFFAOYSA-N
CC1(C)CC(NC(=O)C(O)C(F)(F)F)c2cc(-c3ccc(Cl)cc3)c(-c3ccc(Cl)cc3Cl)nc2O1,YCCYAIRCPUHNTG-UHFFFAOYSA-N
CC(C(=O)NC1(c2ccccc2)CCC(N2CCC(O)(Cc3ccccc3)CC2)CC1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,BETCCFITWJNKCT-UHFFFAOYSA-N
CC(C)(C)COc1ccc2c(c1)[C@]1(COC(N)=N1)c1cc(-c3ccc(F)nc3)ccc1O2,KZTWANLURUNJBS-VWLOTQADSA-N
Fc1cccc(-c2c[nH]c([C@H]3Cc4c([nH]c5ccccc45)[C@@H](C4CCOCC4)N3)n2)c1,DNITWLZAUQRPQG-FYYLOGMGSA-N
CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,QZUDBNBUXVUHMW-UHFFFAOYSA-N
COc1ccc(C2CCN(CC[C@H]3CCOc4ccccc43)CC2)cc1OC,UIZPEXQHMIZQPQ-IBGZPJMESA-N
Cc1cc(-c2ccc3c(c2)CCN(CCCSc2nnc(-c4ccc(F)c(F)c4)n2C)CC3)n(C)n1,KEOZDNQHXGUGES-UHFFFAOYSA-N
Cc1cc(-c2ccc3c(c2)CCN(CCCSc2nnc(-c4ccccc4F)n2C)CC3)no1,QIYIAVZRTKRIJZ-UHFFFAOYSA-N
Cc1cc(-c2ccc3c(c2)CCN(CCCSc2nnc(-c4ccccn4)n2C)CC3)no1,PZBTVBSLNQDOCG-UHFFFAOYSA-N
Cc1cc(-c2ccc3c(c2)CCN(CCCSc2nnc(-c4cccn4C)n2C)CC3)no1,AZIHSCHAYYVWIY-UHFFFAOYSA-N
Cc1ccc2c(-c3nnc(SCCCCN4CCc5cc6nc(C(F)(F)F)oc6c(Br)c5CC4)n3C)cccc2n1,VTSMNPQRBXHIOD-UHFFFAOYSA-N
Cc1ccc2c(-c3nnc(SCCCCN4CCc5cc6nc(C(F)(F)F)oc6c(C)c5CC4)n3C)cccc2n1,RKDBVDKLNHXCIZ-UHFFFAOYSA-N
Cc1ccc2c(-c3nnc(SCCCN4CCc5cc6nc(C(C)(C)C)oc6c(C)c5CC4)n3C)cccc2n1,MJLHCRFMFPSGBF-UHFFFAOYSA-N
CCc1nc2cc3c(cc2o1)CCN(CCCSc1nnc(-c2ccc(C(F)(F)F)cc2)n1C)CC3,QRWDBCPLADXSGV-UHFFFAOYSA-N
CCc1nc2cc3c(cc2s1)CCN(CCCSc1nnc(-c2cccc4nc(C)ccc24)n1C)CC3,LJDQESSYTJNKOI-UHFFFAOYSA-N
N#Cc1cc(O[C@H]2C[C@H]3CC[C@@H](C2)N3)nc(-c2ccccc2C#N)c1,QOSPLNXOHCYGSB-FVQHAEBGSA-N
COCN(CCOc1ccc([N+](=O)[O-])cc1)CCc1ccc([N+](=O)[O-])cc1,JCTTVACCNMACCW-UHFFFAOYSA-N
COCCNCc1csc(-c2cn(CC3CCCCC3)c3c(Cl)cccc23)n1,KNWQMZHBGOWGMI-UHFFFAOYSA-N
CCc1sc(-c2cn(CC3CCOCC3)c3c(Cl)cccc23)nc1C[C@@H](C)NCCO,KICLWWNXMVIMTM-MRXNPFEDSA-N
Cc1ccc2c(-c3nnc(SCCCN4C[C@H]5C[C@@]5(c5ccc(C(C)(C)C)cc5)C4)n3C)cccc2n1,DRKUAUJUSZGTGW-XJFCNFDWSA-N
CCC[S+]([O-])CCCN(CC)CC(O)COc1ccc(C#N)cc1,ZMHOBBKJBYLXFR-UHFFFAOYSA-N
Cn1c(CCCCN2CC3C[C@]3(c3ccc(C(F)(F)F)cc3)C2)nnc1-c1cccc(Cl)c1,VHKZDBHIAWSABJ-PIFIWZBESA-N
O=C1N(CCN2CCC(c3nnc(-c4ccccc4)o3)CC2)CCN1c1cccc(Cl)c1,INZVCQWDAXDGMY-UHFFFAOYSA-N
CO/N=C(/c1ccc(CN2CCC3(CC2)OCc2cc(F)ncc23)cc1)c1ccc(F)c(F)c1,GOKWVWMOVLFRQZ-GDWJVWIDSA-N
COc1cc(-c2cn(CC(=O)N(Cc3ccc(F)cc3)C3C4CC5CC(C4)CC3C5)nn2)ccc1-n1cnc(C)c1,SXAROQNHORDUFM-UHFFFAOYSA-N
COc1ccc(N(Cc2cnccc2C)C2CCN(C(C)CCNC(=O)c3c(C)cc(Cl)nc3C)CC2)cc1,LRCYIGFALPKLCL-UHFFFAOYSA-N
COc1cccc(-c2nnc(CCCCN3CC4C[C@]4(c4ccc(C(F)(F)F)cc4)C3)n2C)c1,UOHXMCSXIKMKPF-UIDYPRJRSA-N
COc1ccccc1-c1nnc(CCCCN2CC3C[C@]3(c3ccc(C(F)(F)F)cc3)C2)n1C,NOLGPBVMBXXESK-GBAXHLBXSA-N
COCCN(C)Cc1csc(-c2cn(CC3CCCCC3)c3c(Cl)cccc23)n1,IBROVSZFQOOXTQ-UHFFFAOYSA-N
COCCN1CCC[C@H]1Cn1nc(Cc2ccc(Cl)cc2)c2ccccc2c1=O,KMFDXNUGIFDFHQ-IBGZPJMESA-N
CC(C)(C)c1cc(C(=O)N2CCN(CCCCCC(c3ccc(F)cc3)c3ccc(F)cc3)CC2)cc(C(C)(C)C)c1O,ZUOJOEMYFVKOPG-UHFFFAOYSA-N
Cn1c(CCCCN2CC3C[C@]3(c3ccc(C(F)(F)F)cc3)C2)nnc1-c1cccc(F)c1,JRKBBSUEINBXIB-PIFIWZBESA-N
O=C(C1CNCCC1(O)c1ccc(F)c(F)c1)N(Cc1cn(Cc2cccc(F)c2)c2cccc(F)c12)C1CC1,WYPKPMSOWOXCPF-UHFFFAOYSA-N
Cc1ncoc1-c1nnc(SCCCN2CC3CCN(c4cccc(F)c4)C3C2)n1C,MYIVBWHBNPYKLU-UHFFFAOYSA-N
Cn1c(SCCCN2CC3CCN(c4ccc(C#N)cc4)C3C2)nnc1-c1cnccn1,ZKVBATRJUREUMS-UHFFFAOYSA-N
Cn1c(CCCCN2CC3C[C@]3(c3ccc(C(F)(F)F)cc3)C2)nnc1-c1cccc(C#N)c1,MITOWIYXCNZTDR-NRWPOFLRSA-N
NC(=O)c1cccc(C[C@@H]2C[C@H]3CC[C@@H](C2)N3Cc2ccccc2)c1,SKQZYGXREOYGMD-ZKTXZKFHSA-N
NC(=O)c1cccc(OC2CC3CCC(C2)N3CCCc2ccccc2)c1,GIEKCIRAZIHHMU-UHFFFAOYSA-N
O=C(C1CNCCC1(O)c1ccc(F)c(F)c1)N(Cc1cn(Cc2ccccc2)c2cccc(F)c12)C1CC1,JPVGYGPMNFNVTR-UHFFFAOYSA-N
CCc1sc(-c2cn(CC3CCOCC3)c3c(Cl)cccc23)nc1CN(CCO)C(C)C,UOOSSCSYZUFFSO-UHFFFAOYSA-N
CCN(C(=O)Cc1ccc(OC)cc1)C1CC2CCC(C1)N2CCC(NC(=O)C1CCC1)c1ccccc1,UGRYBQQJOKDQHB-UHFFFAOYSA-N
COc1ccc(-c2ccc(C#Cc3cccc(C#Cc4ccc(-c5ccc(OC)cc5)cc4)[n+]3C)cc2)cc1,KGTVVQYETGRALC-UHFFFAOYSA-N
COc1cccc(-c2c[nH]c([C@H]3Cc4c([nH]c5ccccc45)[C@@H](C4CCOCC4)N3)n2)c1,KHSMGBDZSNMXGS-ISKFKSNPSA-N
CCCCCCCN(CC)C/C=C/c1ccc(Cl)cc1,KNBLIWVXPBVCRS-MDZDMXLPSA-N
COc1ccc(CCN(C)CCCN(C(=O)c2ccc([N+](=O)[O-])cc2)c2ccc(OC)c(OC)c2)cc1OC,ADAGRLDCCJAKFP-UHFFFAOYSA-N
CC(=O)N1CCN(Cc2ccnc(Nc3ncc(-c4ccccc4)s3)c2)CC1,FQJJCPJSVFSADI-UHFFFAOYSA-N
CC(C(=O)N[C@]1(c2ccccc2)CC[C@@H](N2CCC3(CCOC3=O)CC2)CC1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,YYGJXFFCLRUSGZ-QLZXKEKTSA-N
CNC(=O)N1CCC(C2NC(c3nc(-c4ccccc4)c[nH]3)Cc3c2[nH]c2ccccc32)CC1,XHIMQCYKHSICAY-UHFFFAOYSA-N
COc1ccc(OC(F)(F)F)cc1CN[C@H]1CCC2CC[C@]1(c1ccccc1)N2,GXIFPPFQXPIEKY-GLTUQPQBSA-N
O=C(C1CNCCC1(O)c1ccc(F)c(F)c1)N(Cc1cn(Cc2ccccc2OC(F)F)c2cccc(F)c12)C1CC1,IKMISGUCMXQLNN-UHFFFAOYSA-N
Nc1ccc(-c2ccc(F)cc2)cc1NC(=O)c1ccc(CN2CCC3(CCNC3)CC2)cc1,JCSQJXFZDFSQLX-UHFFFAOYSA-N
CN1C(=O)C=CC2(C)C3CCC4(C)C(O)C(Cc5cccc(F)c5)CC4C3CCC12,WWYCEUZRECUBAR-UHFFFAOYSA-N
CCCCCCCN(CC)C/C=C\CCc1ccc(Cl)cc1,NVODJKPZVVTZTH-FLIBITNWSA-N
CCCCCCCN(CC)CC#CC(c1ccccc1)c1ccccc1,JAQALBAETFFRFN-UHFFFAOYSA-N
